Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSG00000163781	133598175	133662380	TOPBP1	3
ENSG00000197122	37344685	37406050	SRC	20
ENSG00000197321	29457338	29736781	SVIL	10
ENSG00000119777	27032910	27041695	TMEM214	2
ENSG00000137801	39581079	39599466	THBS1	15
ENSG00000196235	39436156	39476670	SUPT5H	19
ENSG00000119139	69121264	69274615	TJP2	9
ENSG00000109654	153152342	153339320	TRIM2	4
ENSG00000166317	73644881	73663803	SYNPO2L	10
ENSG00000040341	73420369	73747708	STAU2	8
ENSG00000109689	26857678	27025381	STIM2	4
ENSG00000177679	76201900	76287288	SRRM3	7
ENSG00000165632	7818504	8016627	TAF3	10
ENSG00000130413	8391868	8594289	STK33	11
ENSG00000124193	43457928	43464247	SRSF6	20
ENSG00000101150	63865228	63891545	TPD52L2	20
ENSG00000131747	40388516	40417950	TOP2A	17
ENSG00000141198	54899387	54961956	TOM1L1	17
ENSG00000134278	12446512	12658134	SPIRE1	18
ENSG00000034510	84905625	84906675	TMSB10	2
ENSG00000120948	11012344	11026420	TARDBP	1
ENSG00000148737	112950250	113167678	TCF7L2	10
ENSG00000227458	30126433	30139059	TRIM40	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000206557	32818018	32897826	TRIM71	3
ENSG00000136560	161136908	161236221	TANK	2
ENSG00000155275	8436140	8493531	TRMT44	4
ENSG00000154310	171061339	171460408	TNIK	3
ENSG00000076944	7636881	7647873	STXBP2	19
ENSG00000262024	42147859	42203293	TCF20	CHR_HSCHR22_1_CTG1
ENSG00000140262	56918623	57299281	TCF12	15
ENSG00000105619	54107013	54115675	TFPT	19
ENSG00000112343	25962802	25991226	TRIM38	6
ENSG00000145901	151029945	151093577	TNIP1	5
ENSG00000171853	3379675	3485094	TRAPPC12	2
ENSG00000111490	64780516	64881032	TBC1D30	12
ENSG00000100296	29505879	29555216	THOC5	22
ENSG00000130726	58544091	58550722	TRIM28	19
ENSG00000125755	45815410	45863290	SYMPK	19
ENSG00000137384	30152741	30162231	TRIM15	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000115145	152116801	152175992	STAM2	2
ENSG00000151923	119571802	119597029	TIAL1	10
ENSG00000149591	117199321	117204782	TAGLN	11
ENSG00000132274	5689689	5737089	TRIM22	11
ENSG00000168610	42313324	42388568	STAT3	17
ENSG00000270647	35713791	35864615	TAF15	17
ENSG00000163611	113442718	113515187	SPICE1	3
ENSG00000146872	62458658	62615481	TLK2	17
ENSG00000136738	17644125	17715914	STAM	10
ENSG00000140534	89575482	89631056	TICRR	15
ENSG00000025772	44942130	44960486	TOMM34	20
ENSG00000184900	44805617	44818779	SUMO3	21
ENSG00000172524	30125643	30138271	TRIM40	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000120949	12063377	12144207	TNFRSF8	1
ENSG00000161547	76734115	76737374	SRSF2	17
ENSG00000237046	30181237	30193864	TRIM40	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000188612	75165586	75182983	SUMO2	17
ENSG00000274047	37519433	37614077	SYNRG	CHR_HSCHR17_7_CTG4
ENSG00000107021	128787204	128810432	TBC1D13	9
ENSG00000088726	12733525	12769457	TMEM40	3
ENSG00000137574	55773142	55825448	TGS1	8
ENSG00000116649	11054584	11060024	SRM	1
ENSG00000076382	28577565	28599279	SPAG5	17
ENSG00000173769	44241886	44332098	TOPAZ1	3
ENSG00000126561	42287547	42311943	STAT5A	17
ENSG00000126602	3651639	3717597	TRAP1	16
ENSG00000133142	103576231	103587736	TCEAL4	X
ENSG00000067167	70573442	70608387	TRAM1	8
ENSG00000224496	30128631	30141238	TRIM40	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000149136	57325985	57335877	SSRP1	11
ENSG00000173898	66685248	66729226	SPTBN2	11
ENSG00000149115	57299638	57324952	TNKS1BP1	11
ENSG00000171703	64049836	64072347	TCEA2	20
ENSG00000054611	46762617	47175699	TBC1D22A	22
ENSG00000088325	31739271	31801805	TPX2	20
ENSG00000100242	38734725	38794143	SUN2	22
ENSG00000173465	65570430	65573942	SSSCA1	11
ENSG00000100580	77335021	77377109	TMED8	14
ENSG00000171992	150601080	150659220	SYNPO	5
ENSG00000174130	38823715	38856817	TLR6	4
ENSG00000106290	100107070	100119841	TAF6	7
ENSG00000152291	85318020	85328425	TGOLN2	2
ENSG00000101972	123960212	124422664	STAG2	X
ENSG00000182957	23979805	24307074	SPATA13	13
ENSG00000076604	28743984	28750958	TRAF4	17
ENSG00000206299	32750528	32767476	TAP2	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000198648	167954020	168248141	STK39	2
ENSG00000173757	42199168	42276707	STAT5B	17
ENSG00000087087	100875111	100888664	SRRT	7
ENSG00000124222	58651253	58679526	STX16	20
ENSG00000169221	30357102	30370264	TBC1D10B	16
ENSG00000232112	48440257	48444208	TMA7	3
ENSG00000065882	37891087	38139175	TBC1D1	4
ENSG00000133112	45333471	45341370	TPT1	13
ENSG00000114354	100709331	100748966	TFG	3
ENSG00000147041	38006582	38128819	SYTL5	X
ENSG00000228741	23979810	24035027	SPATA13	13
ENSG00000166448	98846488	98870771	TMEM130	7
ENSG00000157014	10248023	10281218	TATDN2	3
ENSG00000154174	100363431	100401398	TOMM70	3
ENSG00000071539	892643	919357	TRIP13	5
ENSG00000165416	52652709	52700909	SUGT1	13
ENSG00000112081	36594353	36605600	SRSF3	6
ENSG00000118007	136336233	136752403	STAG1	3
ENSG00000100207	42160013	42343616	TCF20	22
ENSG00000076554	80034745	80231232	TPD52	8
ENSG00000136450	58003360	58007346	SRSF1	17
ENSG00000079134	214520	268050	THOC1	18
ENSG00000021574	32063547	32157637	SPAST	2
ENSG00000105289	3708109	3750813	TJP3	19
ENSG00000145779	119268692	119399688	TNFAIP8	5
ENSG00000104435	79610814	79666175	STMN2	8
ENSG00000067369	43403061	43510728	TP53BP1	15
ENSG00000131374	17157162	18444817	TBC1D5	3
ENSG00000263465	95067197	95071224	SRSF8	11
ENSG00000172845	173906459	173965702	SP3	2
ENSG00000197579	32540544	32552553	TOPORS	9
ENSG00000110171	6448613	6474459	TRIM3	11
ENSG00000163870	127571266	127598267	TPRA1	3
ENSG00000163513	30606502	30694142	TGFBR2	3
ENSG00000176358	49838309	49848017	TAC4	17
ENSG00000183597	20017014	20065926	TANGO2	22
ENSG00000166012	93729948	93784391	TAF1D	11
ENSG00000168439	64185272	64204543	STIP1	11
ENSG00000198900	41028818	41124487	TOP1	20
ENSG00000182557	4433688	4488208	SPNS3	17
ENSG00000273936	2555639	2565622	TNFRSF14	CHR_HSCHR1_1_CTG3
ENSG00000168769	105145875	105279816	TET2	4
ENSG00000134602	132023265	132075943	STK26	X
ENSG00000013810	1721490	1745176	TACC3	4
ENSG00000249961	66754976	66801620	TERB1	16
ENSG00000197471	29662979	29670876	SPN	16
ENSG00000169895	16719632	16765336	SYAP1	X
ENSG00000167202	77984036	78077724	TBC1D2B	15
ENSG00000064313	119730775	119832863	TAF2	8
ENSG00000071564	1609290	1652605	TCF3	19
ENSG00000262771	141744329	141752534	SSBP1	CHR_HSCHR7_1_CTG6
ENSG00000165752	132207492	132331847	STK32C	10
ENSG00000136111	75283503	75482114	TBC1D4	13
ENSG00000273608	38330785	38406717	SRCIN1	CHR_HSCHR17_7_CTG4
ENSG00000273505	11182250	11183194	TAS2R42	CHR_HSCHR12_3_CTG2
ENSG00000173809	32719753	32829580	TDRD12	19
ENSG00000159082	32628759	32728048	SYNJ1	21
ENSG00000055070	16352575	16398145	SZRD1	1
ENSG00000183479	153444720	153470587	TREX2	X
ENSG00000160218	44012319	44106552	TRAPPC10	21
ENSG00000163527	31532638	31637622	STT3B	3
ENSG00000187735	53966552	54022529	TCEA1	8
ENSG00000273833	54107066	54115801	TFPT	CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000284400	179862919	179908712	TBC1D9B	CHR_HG30_PATCH
ENSG00000283781	7380534	7389774	TNK1	CHR_HG2046_PATCH
ENSG00000285453	144428774	144444443	TONSL	CHR_HG2419_PATCH
ENSG00000284915	24239642	24242673	TINF2	CHR_HG1_PATCH
ENSG00000282941	23388525	23432204	TCEA3	CHR_HSCHR1_4_CTG3
ENSG00000280467	42147866	42331469	TCF20	CHR_HSCHR22_4_CTG1
ENSG00000281897	42173715	42357301	TCF20	CHR_HSCHR22_5_CTG1
ENSG00000283026	42157475	42341067	TCF20	CHR_HSCHR22_6_CTG1
ENSG00000282892	42187414	42371000	TCF20	CHR_HSCHR22_7_CTG1
ENSG00000283681	42173689	42357278	TCF20	CHR_HSCHR22_8_CTG1
ENSG00000103194	84699978	84779922	USP10	16
ENSG00000123552	99432379	99521728	USP45	6
ENSG00000177169	131894651	131923167	ULK1	12
ENSG00000150991	124911604	124917368	UBC	12
ENSG00000115464	61187463	61470769	USP34	2
ENSG00000073050	43543040	43580473	XRCC1	19
ENSG00000247596	52228610	52239260	TWF2	3
ENSG00000122958	69123512	69172861	VPS26A	10
ENSG00000130939	10032832	10181239	UBE4B	1
ENSG00000140105	100333788	100376805	WARS	14
ENSG00000160685	155002630	155018522	ZBTB7B	1
ENSG00000197415	157259742	157533619	VEPH1	3
ENSG00000072121	67727374	67816590	ZFYVE26	14
ENSG00000171724	77788530	77980107	VAT1L	16
ENSG00000196230	30720201	30725426	TUBB	6
ENSG00000140153	102139503	102224847	WDR20	14
ENSG00000010256	48599002	48610976	UQCRC1	3
ENSG00000113645	168291651	168472303	WWC1	5
ENSG00000066422	101648889	101677495	ZBTB11	3
ENSG00000091164	56597208	56651600	TXNL1	18
ENSG00000196449	37802944	37808185	YRDC	1
ENSG00000076248	109097574	109110992	UNG	12
ENSG00000107731	71212570	71302864	UNC5B	10
ENSG00000143494	212950520	212992037	VASH2	1
ENSG00000149658	63195429	63216234	YTHDF1	20
ENSG00000135655	62260338	62417431	USP15	12
ENSG00000163374	155659443	155689000	YY1AP1	1
ENSG00000167384	44474428	44500524	ZNF180	19
ENSG00000055483	78787381	78841441	USP36	17
ENSG00000204396	31765590	31777294	VWA7	6
ENSG00000117533	171700160	171742247	VAMP4	1
ENSG00000198833	89326625	89352848	UBE2J1	6
ENSG00000258947	89921392	89938761	TUBB3	16
ENSG00000105053	49976467	50025946	VRK3	19
ENSG00000087206	176905005	177022633	UIMC1	5
ENSG00000181894	58126252	58155110	ZNF329	19
ENSG00000115568	218637916	218659655	ZNF142	2
ENSG00000134987	111091716	111130502	WDR36	5
ENSG00000143258	161159450	161165723	USP21	1
ENSG00000198722	35161992	35405338	UNC13B	9
ENSG00000142784	27234516	27308633	WDTC1	1
ENSG00000146216	43243680	43288259	TTBK1	6
ENSG00000175048	157381133	157678146	ZDHHC14	6
ENSG00000112742	80003887	80042527	TTK	6
ENSG00000229684	30798683	30803908	TUBB	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000077254	77695987	77759852	USP33	1
ENSG00000120314	140664676	140674124	WDR55	5
ENSG00000162738	160400586	160428678	VANGL2	1
ENSG00000068724	46916157	47076137	TTC7A	2
ENSG00000128815	48684876	48982956	WDFY4	10
ENSG00000160695	119067692	119081978	VPS11	11
ENSG00000169344	20333052	20356301	UMOD	16
ENSG00000151461	11920022	12043170	UPF2	10
ENSG00000204394	31777518	31795953	VARS	6
ENSG00000124459	43912629	43935278	ZNF45	19
ENSG00000119121	74722495	74888094	TRPM6	9
ENSG00000166483	9573681	9593457	WEE1	11
ENSG00000077721	119574467	119591083	UBE2A	X
ENSG00000056277	130202711	130268899	ZNF280C	X
ENSG00000102226	47232690	47248328	USP11	X
ENSG00000085433	108970214	109042113	WDR47	1
ENSG00000185670	62748319	62754188	ZBTB3	11
ENSG00000243725	54715822	54742657	TTC4	1
ENSG00000100811	100238298	100282792	YY1	14
ENSG00000106346	6104884	6161564	USP42	7
ENSG00000140740	21952660	21983660	UQCRC2	16
ENSG00000060138	10699089	10723312	YBX3	12
ENSG00000227144	31752967	31764655	VWA7	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000075886	131476093	131482934	TUBA3D	2
ENSG00000184939	68530090	68576072	ZFP90	16
ENSG00000123416	49127782	49131397	TUBA1B	12
ENSG00000196419	41621119	41664048	XRCC6	22
ENSG00000197114	63707465	63736142	ZGPAT	20
ENSG00000196632	54192823	54358642	WNK3	X
ENSG00000130584	63743666	63831244	ZBTB46	20
ENSG00000139865	37595847	38041442	TTC6	14
ENSG00000234769	14381	18068	WASH4P	16
ENSG00000175970	120710435	120723640	UNC119B	12
ENSG00000269699	56774547	56840729	ZIM2	19
ENSG00000033030	122471600	122501073	ZCCHC8	12
ENSG00000165861	72969451	73027212	ZFYVE1	14
ENSG00000171804	37884823	37906677	WDR87	19
ENSG00000167685	56132599	56160893	ZNF444	19
ENSG00000010244	32350117	32381886	ZNF207	17
ENSG00000162843	241652278	241802133	WDR64	1
ENSG00000105176	29923644	30016608	URI1	19
ENSG00000100749	96797304	96931722	VRK1	14
ENSG00000180011	75195108	75209348	ZADH2	18
ENSG00000126746	6666477	6689572	ZNF384	12
ENSG00000187555	8892094	8964514	USP7	16
ENSG00000116455	111439890	111449376	WDR77	1
ENSG00000261456	46892	74163	TUBB8	10
ENSG00000105698	35268978	35279821	USF2	19
ENSG00000198315	28141910	28159472	ZKSCAN8	6
ENSG00000167553	49188736	49274603	TUBA1C	12
ENSG00000096654	27450743	27473118	ZNF184	6
ENSG00000116830	117060303	117107453	TTF2	1
ENSG00000158773	161039251	161045977	USF1	1
ENSG00000102595	95801580	96053482	UGGT2	13
ENSG00000112290	110099819	110180004	WASF1	6
ENSG00000171467	43307134	43369478	ZNF318	6
ENSG00000169554	144364364	144524583	ZEB2	2
ENSG00000012963	93207056	93229215	UBR7	14
ENSG00000163159	151169987	151195321	VPS72	1
ENSG00000169062	114281584	114305817	UPF3A	13
ENSG00000015171	134465	254637	ZMYND11	10
ENSG00000163874	37474552	37484379	ZC3H12A	1
ENSG00000065060	34792015	34883138	UHRF1BP1	6
ENSG00000124422	20999593	21043760	USP22	17
ENSG00000227057	33279108	33289527	WDR46	6
ENSG00000204160	26826710	26857602	ZDHHC18	1
ENSG00000163714	142964497	143060546	U2SURP	3
ENSG00000144935	142724074	142807888	TRPC1	3
ENSG00000108219	80454166	80533123	TSPAN14	10
ENSG00000091656	76681219	76867285	ZFHX4	8
ENSG00000018408	149517235	149736714	WWTR1	3
ENSG00000277421	22493526	22518259	ZNF280B	CHR_HSCHR22_1_CTG3
ENSG00000146457	159725585	159756319	WTAP	6
ENSG00000125351	119805311	119852998	UPF3B	X
ENSG00000067646	2935281	2982506	ZFY	Y
ENSG00000102935	49487524	49857919	ZNF423	16
ENSG00000156256	29024629	29054488	USP16	21
ENSG00000125753	45506579	45526983	VASP	19
ENSG00000226589	31764879	31783312	VARS	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000243284	159854316	159862657	VSIG8	1
ENSG00000181896	19668796	19683509	ZNF101	19
ENSG00000142279	34481638	34512304	WTIP	19
ENSG00000062650	86435256	86521815	WAPL	10
ENSG00000106299	123681935	123749067	WASL	7
ENSG00000113638	40512333	40755975	TTC33	5
ENSG00000186812	35241030	35267133	ZNF397	18
ENSG00000144224	135741619	135785055	UBXN4	2
ENSG00000177889	93405673	93442262	UBE2N	12
ENSG00000160293	133761894	133992604	VAV2	9
ENSG00000077152	202331657	202341980	UBE2T	1
ENSG00000160803	156035301	156053794	UBQLN4	1
ENSG00000133858	71609472	71667725	ZFC3H1	12
ENSG00000137693	102110461	102233423	YAP1	11
ENSG00000135913	218450251	218568361	USP37	2
ENSG00000164924	100916525	100953388	YWHAZ	8
ENSG00000185650	68787660	68796253	ZFP36L1	14
ENSG00000114316	49277831	49340712	USP4	3
ENSG00000171794	133230274	133231558	UTF1	10
ENSG00000060237	752593	911452	WNK1	12
ENSG00000116809	15941869	15976132	ZBTB17	1
ENSG00000143569	154220179	154271510	UBAP2L	1
ENSG00000162923	224385143	224437033	WDR26	1
ENSG00000121741	19958670	20091829	ZMYM2	13
ENSG00000131864	57119138	57131926	USP29	19
ENSG00000063244	55654146	55674715	U2AF2	19
ENSG00000198939	178895894	178933212	ZFP2	5
ENSG00000133316	62832342	62841809	WDR74	11
ENSG00000162607	62436297	62451804	USP1	1
ENSG00000074319	18468336	18527232	TSG101	11
ENSG00000198492	28736621	28769775	YTHDF2	1
ENSG00000133985	70641787	70675360	TTC9	14
ENSG00000131725	118346073	118449961	WDR44	X
ENSG00000014123	96521595	96555276	UFL1	6
ENSG00000104723	15417215	15766649	TUSC3	8
ENSG00000156697	129906121	129929761	UTP14A	X
ENSG00000128245	31944461	31957603	YWHAH	22
ENSG00000082898	61477849	61538626	XPO1	2
ENSG00000131116	43607219	43619874	ZNF428	19
ENSG00000170832	60179094	60422470	USP32	17
ENSG00000196236	40857077	40932815	XPNPEP3	22
ENSG00000130985	47190861	47215128	UBA1	X
ENSG00000185728	63168553	63212786	YTHDF3	8
ENSG00000188229	137241213	137243707	TUBB4B	9
ENSG00000126261	34428352	34471251	UBA2	19
ENSG00000048028	113797874	113875570	USP28	11
ENSG00000085982	233475520	233566782	USP40	2
ENSG00000105397	10350529	10380676	TYK2	19
ENSG00000137672	101451564	101872562	TRPC6	11
ENSG00000165699	132891348	132946874	TSC1	9
ENSG00000156599	57667747	57701187	ZDHHC5	11
ENSG00000130560	135932969	135961380	UBAC1	9
ENSG00000100154	27978014	28679865	TTC28	22
ENSG00000162191	62676498	62679117	UBXN1	11
ENSG00000091157	56651343	57036606	WDR7	18
ENSG00000215421	74597870	75065671	ZNF407	18
ENSG00000165280	35056064	35073249	VCP	9
ENSG00000132612	69311356	69326939	VPS4A	16
ENSG00000183520	38009258	38024824	UTP11	1
ENSG00000160094	33256545	33300719	ZNF362	1
ENSG00000109906	114059593	114250676	ZBTB16	11
ENSG00000100722	88562909	88627596	ZC3H14	14
ENSG00000170684	45071500	45076588	ZNF296	19
ENSG00000156931	184812143	185052614	VPS8	3
ENSG00000204221	33200708	33211131	WDR46	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000172671	45615501	45672780	ZFAND4	10
ENSG00000130717	131523801	131531268	UCK1	9
ENSG00000175213	46700818	46705912	ZNF408	11
ENSG00000067445	54920462	54931431	TRO	X
ENSG00000132549	99013266	99877580	VPS13B	8
ENSG00000132950	19823482	19863636	ZMYM5	13
ENSG00000119596	74763366	74859435	YLPM1	14
ENSG00000121766	31296982	31364953	ZCCHC17	1
ENSG00000165914	90524564	90816479	TTC7B	14
ENSG00000213471	90249530	90265482	TTLL13P	15
ENSG00000152818	144285701	144853034	UTRN	6
ENSG00000175073	66628487	66667217	VCPIP1	8
ENSG00000065978	42682427	42702349	YBX1	1
ENSG00000028203	95217746	95302790	VEZT	12
ENSG00000163728	180602130	180617828	TTC14	3
ENSG00000141759	79970811	80033949	TXNL4A	18
ENSG00000047188	113513683	113595285	YTHDC2	5
ENSG00000109445	141220887	141234697	ZNF330	4
ENSG00000133958	93333219	93707876	UNC79	14
ENSG00000149743	64223799	64226254	TRPT1	11
ENSG00000175518	5514393	5516705	UBQLNL	11
ENSG00000049247	7843083	7853512	UTS2	1
ENSG00000056097	32354350	32444761	ZFR	5
ENSG00000282003	112468853	112488558	TUBGCP3	CHR_HSCHR13_1_CTG1
ENSG00000048707	12230030	12512047	VPS13D	1
ENSG00000227686	31781844	31786187	VARS	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000011260	51260528	51297936	UTP18	17
ENSG00000232575	30764859	30770084	TUBB	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000236222	33449481	33459870	WDR46	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000110057	67991104	68004982	UNC93B1	11
ENSG00000176890	657604	673578	TYMS	18
ENSG00000136709	127701022	127811187	WDR33	2
ENSG00000163945	1347266	1395992	UVSSA	4
ENSG00000104427	78666047	78719765	ZC2HC1A	8
ENSG00000011451	15419980	15449951	WIZ	19
ENSG00000111667	6852128	6866632	USP5	12
ENSG00000115368	189441433	189475565	WDR75	2
ENSG00000101558	9914002	9960021	VAPA	18
ENSG00000109814	39498755	39528311	UGDH	4
ENSG00000130749	47064187	47113752	ZC3H4	19
ENSG00000127481	19074506	19210276	UBR4	1
ENSG00000147130	71239624	71255146	ZMYM3	X
ENSG00000132478	75784771	75825799	UNK	17
ENSG00000175931	76389451	76453206	UBE2O	17
ENSG00000170265	149195485	149226248	ZNF282	7
ENSG00000220201	10304803	10309880	ZGLP1	19
ENSG00000078668	42391624	42405897	VDAC3	8
ENSG00000173218	115641953	115698224	VANGL1	1
ENSG00000101040	47209214	47356889	ZMYND8	20
ENSG00000158545	88570381	88631966	ZC3H18	16
ENSG00000179588	88453317	88537016	ZFPM1	16
ENSG00000113312	160009113	160065543	TTC1	5
ENSG00000015153	42157104	42238349	YAF2	12
ENSG00000144406	209771993	209999300	UNC80	2
ENSG00000168658	98087116	98313299	VWA3B	2
ENSG00000160908	99486519	99500324	ZNF394	7
ENSG00000178150	48270102	48287608	ZNF114	19
ENSG00000175106	15502264	15563595	TVP23C	17
ENSG00000165238	93184916	93320572	WNK2	9
ENSG00000131061	33731657	33792269	ZNF341	20
ENSG00000196323	130226677	130314908	ZBTB44	11
ENSG00000170027	76326794	76359031	YWHAG	7
ENSG00000211460	121737103	121767853	TSN	2
ENSG00000114127	142306607	142448062	XRN1	3
ENSG00000132467	70688479	70690551	UTP3	4
ENSG00000169139	48008400	48064708	UBE2V2	8
ENSG00000118965	19910260	19990131	WDR35	2
ENSG00000104142	40894430	40903975	VPS18	15
ENSG00000128564	101162509	101165593	VGF	7
ENSG00000214717	2486414	2500967	ZBED1	X
ENSG00000231116	31844536	31862971	VARS	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000163872	183697818	183812625	YEATS2	3
ENSG00000116874	119031216	119140671	WARS2	1
ENSG00000140553	90930180	90954093	UNC45A	15
ENSG00000139800	99962964	99971909	ZIC5	13
ENSG00000164338	73565443	73583377	UTP15	5
ENSG00000139168	42312078	42326118	ZCRB1	12
ENSG00000075702	36054881	36105106	WDR62	19
ENSG00000187607	15699577	15720787	ZNF286A	17
ENSG00000005889	24149173	24216255	ZFX	X
ENSG00000120800	101280109	101386616	UTP20	12
ENSG00000166140	40807086	40815084	ZFYVE19	15
ENSG00000116747	193059422	193091777	TROVE2	1
ENSG00000125482	132375548	132406851	TTF1	9
ENSG00000069018	136213320	136365545	TRPC7	5
ENSG00000165512	45000475	45005326	ZNF22	10
ENSG00000197056	35032172	35115859	ZMYM1	1
ENSG00000120008	120851175	120909524	WDR11	10
ENSG00000247746	55484616	55489202	USP51	X
ENSG00000162664	89995112	90035531	ZNF326	1
ENSG00000089195	5937235	5950558	TRMT6	20
ENSG00000147905	37120539	37358149	ZCCHC7	9
ENSG00000065183	117929720	117966542	WDR3	1
ENSG00000058673	203795654	203854999	ZC3H11A	1
ENSG00000103091	74871367	75000173	WDR59	16
ENSG00000276380	143884071	143885255	UBE2NL	X
ENSG00000137267	3153669	3157526	TUBB2A	6
ENSG00000134684	32775237	32818153	YARS	1
ENSG00000015285	48676596	48691427	WAS	X
ENSG00000167552	49184796	49189324	TUBA1A	12
ENSG00000154914	9644698	9729691	USP43	17
ENSG00000198026	45948653	45972172	ZNF335	20
ENSG00000108312	44205033	44221626	UBTF	17
ENSG00000100426	49853842	49890078	ZBED4	22
ENSG00000124164	58389122	58451101	VAPB	20
ENSG00000165061	40530590	40897833	ZMAT4	8
ENSG00000137285	3224261	3231730	TUBB2B	6
ENSG00000141540	74213514	74262020	TTYH2	17
ENSG00000235067	30710458	30715683	TUBB	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000153066	11679080	11742878	TXNDC11	16
ENSG00000144161	112211525	112255136	ZC3H8	2
ENSG00000232421	30712452	30717677	TUBB	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000172466	35332212	35345482	ZNF24	18
ENSG00000144744	69054730	69080408	UBA3	3
